"","name_long","mean","median","raster_name","service","color"
"424","Namibia",-0.0900869891047478,2.25096784207349e-11,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"425","New Caledonia",-0.00603193510323763,-8.94963554300119e-09,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"426","Niger",-0.261218458414078,4.00104782003682e-12,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"427","Norfolk Island",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"428","Nigeria",-0.35959592461586,1.33182225496746e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"429","Nicaragua",-0.0892318859696388,-5.30615493951043e-08,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"430","Niue",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"431","Netherlands",4.77899551391602,-5.60442122619506e-08,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"432","Norway",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"433","Nepal",-0.822441518306732,-1.36999637931156e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"434","Nauru",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"435","New Zealand",0.171149730682373,-1.23656637840886e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"436","Oman",-0.0922256857156754,-1.80243749597673e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"437","Pakistan",-0.666719138622284,-3.50522357018934e-11,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"438","Panama",-0.109336443245411,-2.65153177294418e-08,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"439","Pitcairn Islands",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"440","Peru",-0.200399518013,1.56442589784117e-13,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"441","Philippines",0.0639155581593513,-6.78724023479339e-09,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"442","Palau",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"443","Papua New Guinea",-0.165142729878426,-1.63117223188801e-08,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"444","Poland",0.89289265871048,4.00458275431642e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"445","Puerto Rico",5.09416437149048,1.02568423165742e-08,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"446","Dem. Rep. Korea",-8.08402442932129,-2.00810570777814e-09,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"447","Portugal",0.226202413439751,-3.68440100639663e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"448","Paraguay",-0.726432979106903,-2.71178001880723e-09,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"449","Israel",6.77663278579712,-7.98831667176678e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"450","French Polynesia",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"451","Qatar",-1.40414571762085,-5.59441658763428e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"452","France",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"453","Romania",0.606713473796844,-2.03281874118715e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"454","Russian Federation",-0.0550958849489689,-2.27153295673128e-11,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"455","Rwanda",-0.754265010356903,-4.6191310812143e-08,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"456","Saudi Arabia",-0.824170827865601,-3.7648436565663e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"457","Sudan",-0.0294526871293783,3.30383693494805e-12,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"458","Senegal",0.155123233795166,2.1175424275717e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"459","Singapore",-10.3644609451294,-12.3900405823345,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"460","South Georgia and the Islands",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"461","Saint Helena",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"462","Norway",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"463","Solomon Islands",-0.0138663817197084,-6.71754160949371e-08,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"464","Sierra Leone",0.0984666794538498,4.96797826046306e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"465","El Salvador",2.52439093589783,1.50082322618576e-09,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"466","San Marino",-2.01827359199524,-8.6542244801156e-09,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"467","Somalia",-0.0323094576597214,6.53545736915179e-11,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"468","Saint Pierre and Miquelon",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"469","Serbia",0.649247884750366,9.01501126867489e-09,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"470","South Sudan",0.439023703336716,5.14368876847415e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"471","Ṣo Tom̩ and Principe",0.0467787235975266,0.115616593052376,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"472","Suriname",-0.120577476918697,-1.40026235525991e-07,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"473","Slovakia",0.440125793218613,-2.84174539396508e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"474","Slovenia",-17.9234275817871,-1.44419550670563e-07,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"475","Sweden",-8.3334903717041,-6.73880899690132e-08,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"476","eSwatini",-3.45027303695679,-1.40115158230457e-09,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"477","Sint Maarten",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"478","Seychelles",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"479","Syria",-0.186128243803978,-3.64406110428652e-12,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"480","Turks and Caicos Islands",-0.0663468688726425,-3.9935374474023e-07,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"481","Chad",-0.105536565184593,3.70036758855295e-11,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"482","Togo",0.723284900188446,1.48660431117749e-07,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"483","Thailand",-0.648964583873749,-9.53102592456787e-09,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"484","Tajikistan",0.125368282198906,-1.7287253268177e-11,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"485","New Zealand",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"486","Turkmenistan",-0.370281904935837,-4.83201452422001e-11,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"487","Timor-Leste",0.0612100511789322,3.21777694894046e-08,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"488","Tonga",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"489","Trinidad and Tobago",-0.181618258357048,-3.77362480771272e-08,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"490","Tunisia",-4.77487659454346,-1.20514555291763e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"491","Turkey",-1.33324873447418,-1.67882198885374e-12,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"492","Tuvalu",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"493","Taiwan",-0.363835483789444,-5.37456687145423e-08,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"494","Tanzania",-0.202016204595566,-1.55397267450261e-11,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"495","Uganda",0.301262944936752,7.67833833243038e-08,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"496","Ukraine",0.626010715961456,6.4818133815783e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"497","United States Minor Outlying Islands",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"498","Uruguay",0.279233425855637,5.82161392918251e-08,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"499","United States",-0.221252873539925,-3.50281026911534e-11,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"500","Uzbekistan",1.77090966701508,-7.33805937729168e-11,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"501","Vatican",0,0,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"502","Saint Vincent and the Grenadines",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"503","Venezuela",0.0260000452399254,-6.50236707262043e-11,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"504","British Virgin Islands",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"505","United States Virgin Islands",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"506","Vietnam",-5.38960456848145,-1.91886373926992e-08,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"507","Vanuatu",0.32715368270874,9.42108072047681e-08,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"508","Wallis and Futuna Islands",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"509","Samoa",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"510","United Kingdom",0.362882614135742,-5.45854508792871e-08,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"511","France",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"512","Serbia",-0.0293223243206739,2.01201717576945e-09,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"513","China",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"514","Spratly Islands",NA,NA,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"515","Yemen",-0.448195904493332,-5.58596801334167e-11,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"516","India",-1.03011953830719,-5.84240550178116e-11,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"517","China",0.20294252038002,-8.39117710660117e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"518","China",0.195225104689598,4.04424789081144e-11,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"519","India",0.0294462256133556,10.192685889683,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"520","India",-0.0312367100268602,-2.86073720647045,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"521","Pakistan",0.115319103002548,1.4356399919369e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"522","India",-0.0824196338653564,6.25010849421478e-08,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"523","China",0.129916787147522,-2.3910699761262e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"524","India",0.0362237505614758,-1.19254590193229e-07,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"525","South Africa",-0.854958117008209,-7.6001598303148e-11,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"526","Zambia",-0.547726929187775,-2.08006704627531e-09,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"527","Cyprus",0.149220928549767,-4.11412815251272e-11,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"528","Zimbabwe",-0.607868015766144,2.99860688987807e-10,"global_n_export_tnc_esa1992_compressed_md5_728edc","Nitrogen Export","#2c944c"
"529","Aruba",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"530","Afghanistan",0.717360079288483,2.88562306029032e-17,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"531","Angola",-2.39698481559753,-1.21379782288408e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"532","Anguilla",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"533","Finland",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"534","Albania",58.2750701904297,0.151370594259418,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"535","Andorra",-18.9236602783203,-0.0097205215881698,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"536","United Arab Emirates",5.02237939834595,0.0180072740241294,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"537","Argentina",-0.0396327413618565,-6.87778730835221e-12,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"538","Armenia",-0.0585442334413528,0.000474007729711939,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"539","American Samoa",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"540","Antarctica",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"541","French Southern and Antarctic Lands",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"542","Antigua and Barbuda",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"543","Australia",-0.0305800903588533,2.17091618782203e-12,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"544","Austria",-7.35711240768433,-0.000630263854600581,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"545","Azerbaijan",-0.498734682798386,0.000308550193550381,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"546","Burundi",-25.0185871124268,1.42711889379258e-10,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"547","Belgium",0.0395566821098328,0.00110443713098906,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"548","Benin",0.30565083026886,0.000713009952321648,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"549","Bonaire, Sint Eustatius and Saba",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"550","Burkina Faso",-1.15098547935486,-1.5386884233968e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"551","Bangladesh",0.229182079434395,1.15293162819129e-10,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"552","Bulgaria",1.37355530261993,0.00012671297069688,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"553","Bahrain",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"554","Bahamas",0.00496547669172287,-7.01947388545085e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"555","Bosnia and Herzegovina",-5.440673828125,-4.79427623489422e-05,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"556","Saint-Barth̩lemy",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"557","Belarus",0.0173376798629761,6.45498196203288e-12,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"558","Belize",-1.7493691444397,-8.26819872366673e-08,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"559","Bermuda",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"560","Bolivia",1.57014262676239,-3.97351008716152e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"561","Brazil",0.315831214189529,-2.00843391353972e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"562","Barbados",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"563","Brunei Darussalam",0.981515228748322,-4.31219769020952e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"564","Bhutan",40.8871459960938,1.20077424842817e-10,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"565","Norway",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"566","Botswana",0.0132154589518905,1.1047030046348e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"567","Central African Republic",-0.120572708547115,-3.68210130956458e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"568","Canada",-0.244000479578972,-5.57066161418752e-13,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"569","Australia",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"570","Switzerland",-18.9759521484375,-0.00528811683673724,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"571","Chile",5.90857458114624,8.66453705569782e-13,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"572","China",-0.685859084129333,7.52603112960429e-18,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"573","C̫te d'Ivoire",-5.89814567565918,1.1569839589196e-10,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"574","Cameroon",-5.20544052124023,-4.97930939599508e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"575","Democratic Republic of the Congo",-4.74704170227051,-9.01340378565827e-12,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"576","Republic of the Congo",4.0775203704834,5.21658752868052e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"577","Cook Islands",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"578","Colombia",-4.5826301574707,-1.79034418008201e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"579","Comoros",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"580","Republic of Cabo Verde",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"581","Costa Rica",7.25844478607178,5.72527604175873e-10,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"582","Cuba",-0.121624983847141,1.85753033634119e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"583","Cura̤ao",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"584","Australia",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"585","Cayman Islands",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"586","Cyprus",3.03105211257935,0.00558783242051185,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"587","Czech Republic",0.298991143703461,1.73831906662718e-05,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"588","Germany",0.251627653837204,1.81086554860176e-05,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"589","Djibouti",7.168532371521,1.96344037020696e-10,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"590","Dominica",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"591","Denmark",0.0530230030417442,3.8154002724505e-05,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"592","Dominican Republic",14.7655429840088,0.000370617735887138,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"593","Algeria",1.51303541660309,5.4369893023288e-15,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"594","Ecuador",5.9550633430481,2.75055510382414e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"595","Egypt",0.0223731994628906,6.59659038607703e-16,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"596","Eritrea",10.9489297866821,0.000408447683091327,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"597","Morocco",-0.0197038818150759,7.46487439319255e-08,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"598","Spain",-0.656435549259186,1.71930922750019e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"599","Estonia",-0.0393813624978065,-9.21061976703518e-06,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"600","Ethiopia",24.93678855896,1.27549743404191e-05,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"601","Finland",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"602","Fiji",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"603","Falkland Islands",-0.183259665966034,1.00229187151497e-09,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"604","France",-3.00883197784424,3.87396642064533e-12,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"605","Faeroe Islands",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"606","Federated States of Micronesia",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"607","Gabon",-0.226488545536995,-1.66531691528242e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"608","United Kingdom",-0.586641728878021,5.79580110654958e-12,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"609","Georgia",-2.54776477813721,7.6952333412403e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"610","Guernsey",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"611","Ghana",2.83899426460266,1.73501555614519e-10,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"612","Gibraltar",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"613","Guinea",0.794784247875214,9.56731177370513e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"614","France",-16.1035709381104,-0.000107130595476115,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"615","The Gambia",0.248170733451843,1.05045522845745e-10,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"616","Guinea-Bissau",-0.309144109487534,-1.90499450024499e-10,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"617","Equatorial Guinea",-1.89868187904358,-5.69161835409314e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"618","Greece",8.06963729858398,0.00454519394677294,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"619","Grenada",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"620","Greenland",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"621","Guatemala",3.07549118995667,-5.99437067480826e-07,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"622","France",-0.0373038984835148,-8.71190022400215e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"623","Guam",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
