overlap_category,exposure_type,country,region_wb,income_grp,WWF_biome,population
3 or more overlapping,combined_total,Chile,Latin America & Caribbean,3. Upper middle income,Montane Grasslands & Shrublands,2626.8132411057595
3 or more overlapping,combined_total,Chile,Latin America & Caribbean,3. Upper middle income,None,22833.53261706233
3 or more overlapping,combined_total,Chile,Latin America & Caribbean,3. Upper middle income,Rock & Ice,0.0
3 or more overlapping,combined_total,Chile,Latin America & Caribbean,3. Upper middle income,Temperate Broadleaf & Mixed Forests,4619770.941717293
3 or more overlapping,combined_total,Chile,Latin America & Caribbean,3. Upper middle income,"Temperate Grasslands, Savannas & Shrublands",1443.1668509840965
3 or more overlapping,combined_total,Chile,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Moist Broadleaf Forests,0.0
3 or more overlapping,combined_total,China,East Asia & Pacific,3. Upper middle income,Boreal Forests/Taiga,0.0
3 or more overlapping,combined_total,China,East Asia & Pacific,3. Upper middle income,Deserts & Xeric Shrublands,18928878.828835748
3 or more overlapping,combined_total,China,East Asia & Pacific,3. Upper middle income,Flooded Grasslands & Savannas,6786110.487750804
3 or more overlapping,combined_total,China,East Asia & Pacific,3. Upper middle income,Montane Grasslands & Shrublands,10063379.926002027
3 or more overlapping,combined_total,China,East Asia & Pacific,3. Upper middle income,None,11241024.914010422
3 or more overlapping,combined_total,China,East Asia & Pacific,3. Upper middle income,Rock & Ice,474.7382840141654
3 or more overlapping,combined_total,China,East Asia & Pacific,3. Upper middle income,Temperate Broadleaf & Mixed Forests,337273925.93203104
3 or more overlapping,combined_total,China,East Asia & Pacific,3. Upper middle income,Temperate Conifer Forests,6808857.132468948
3 or more overlapping,combined_total,China,East Asia & Pacific,3. Upper middle income,"Temperate Grasslands, Savannas & Shrublands",11441566.559813969
3 or more overlapping,combined_total,China,East Asia & Pacific,3. Upper middle income,Tropical & Subtropical Moist Broadleaf Forests,253310909.2056631
3 or more overlapping,combined_total,Colombia,Latin America & Caribbean,3. Upper middle income,Deserts & Xeric Shrublands,1429686.6098108282
3 or more overlapping,combined_total,Colombia,Latin America & Caribbean,3. Upper middle income,Mangroves,352738.27170089283
3 or more overlapping,combined_total,Colombia,Latin America & Caribbean,3. Upper middle income,Montane Grasslands & Shrublands,220736.14113282133
3 or more overlapping,combined_total,Colombia,Latin America & Caribbean,3. Upper middle income,None,86766.00489706174
3 or more overlapping,combined_total,Colombia,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Dry Broadleaf Forests,2820350.987153696
3 or more overlapping,combined_total,Colombia,Latin America & Caribbean,3. Upper middle income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",280364.2360348566
3 or more overlapping,combined_total,Colombia,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Moist Broadleaf Forests,24844603.40941168
3 or more overlapping,combined_total,Comoros,Sub-Saharan Africa,5. Low income,None,0.0
3 or more overlapping,combined_total,Comoros,Sub-Saharan Africa,5. Low income,Tropical & Subtropical Moist Broadleaf Forests,0.0
3 or more overlapping,combined_total,Cook Islands,East Asia & Pacific,3. Upper middle income,None,0.0
3 or more overlapping,combined_total,Cook Islands,East Asia & Pacific,3. Upper middle income,Tropical & Subtropical Moist Broadleaf Forests,0.0
3 or more overlapping,combined_total,Costa Rica,Latin America & Caribbean,3. Upper middle income,Mangroves,1686.5413541793823
3 or more overlapping,combined_total,Costa Rica,Latin America & Caribbean,3. Upper middle income,None,5435.2390957176685
3 or more overlapping,combined_total,Costa Rica,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Dry Broadleaf Forests,27670.72678345442
3 or more overlapping,combined_total,Costa Rica,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Moist Broadleaf Forests,4018455.975286075
3 or more overlapping,combined_total,Croatia,Europe & Central Asia,2. High income: nonOECD,"Mediterranean Forests, Woodlands & Scrub",259870.12201854284
3 or more overlapping,combined_total,Croatia,Europe & Central Asia,2. High income: nonOECD,None,27840.455737078562
3 or more overlapping,combined_total,Croatia,Europe & Central Asia,2. High income: nonOECD,Temperate Broadleaf & Mixed Forests,2823113.552915798
3 or more overlapping,combined_total,Cuba,Latin America & Caribbean,3. Upper middle income,Deserts & Xeric Shrublands,1373021.2520140503
3 or more overlapping,combined_total,Cuba,Latin America & Caribbean,3. Upper middle income,Flooded Grasslands & Savannas,34619.60076741781
3 or more overlapping,combined_total,Cuba,Latin America & Caribbean,3. Upper middle income,Mangroves,6572.287931159139
3 or more overlapping,combined_total,Cuba,Latin America & Caribbean,3. Upper middle income,None,4741.875026680529
3 or more overlapping,combined_total,Cuba,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Coniferous Forests,244144.84198930569
3 or more overlapping,combined_total,Cuba,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Dry Broadleaf Forests,2600581.0606985497
3 or more overlapping,combined_total,Cuba,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Moist Broadleaf Forests,908613.5693125458
3 or more overlapping,combined_total,Cura̤ao,Latin America & Caribbean,2. High income: nonOECD,Deserts & Xeric Shrublands,0.0
3 or more overlapping,combined_total,Cura̤ao,Latin America & Caribbean,2. High income: nonOECD,Mangroves,0.0
3 or more overlapping,combined_total,Cyprus,Europe & Central Asia,2. High income: nonOECD,"Mediterranean Forests, Woodlands & Scrub",121933.1473462783
3 or more overlapping,combined_total,Cyprus,Europe & Central Asia,2. High income: nonOECD,None,2784.1108605116606
3 or more overlapping,combined_total,Czechia,Europe & Central Asia,1. High income: OECD,Temperate Broadleaf & Mixed Forests,5333936.900500398
3 or more overlapping,combined_total,Czechia,Europe & Central Asia,1. High income: OECD,Temperate Conifer Forests,197386.80641246866
3 or more overlapping,combined_total,Democratic Republic of the Congo,Sub-Saharan Africa,5. Low income,Flooded Grasslands & Savannas,13784.67292336002
3 or more overlapping,combined_total,Democratic Republic of the Congo,Sub-Saharan Africa,5. Low income,Lakes,419576.5901067782
3 or more overlapping,combined_total,Democratic Republic of the Congo,Sub-Saharan Africa,5. Low income,Mangroves,904.5344792306423
3 or more overlapping,combined_total,Democratic Republic of the Congo,Sub-Saharan Africa,5. Low income,Montane Grasslands & Shrublands,104532.54672459047
3 or more overlapping,combined_total,Democratic Republic of the Congo,Sub-Saharan Africa,5. Low income,None,0.0
3 or more overlapping,combined_total,Democratic Republic of the Congo,Sub-Saharan Africa,5. Low income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",38612808.00417388
3 or more overlapping,combined_total,Democratic Republic of the Congo,Sub-Saharan Africa,5. Low income,Tropical & Subtropical Moist Broadleaf Forests,29610752.271202903
3 or more overlapping,combined_total,Denmark,Europe & Central Asia,1. High income: OECD,None,231283.1330460551
3 or more overlapping,combined_total,Denmark,Europe & Central Asia,1. High income: OECD,Temperate Broadleaf & Mixed Forests,3676533.229490031
3 or more overlapping,combined_total,Djibouti,Middle East & North Africa,4. Lower middle income,Deserts & Xeric Shrublands,7368.577852052636
3 or more overlapping,combined_total,Djibouti,Middle East & North Africa,4. Lower middle income,None,0.0
3 or more overlapping,combined_total,Dominica,Latin America & Caribbean,3. Upper middle income,Deserts & Xeric Shrublands,0.0
3 or more overlapping,combined_total,Dominica,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Moist Broadleaf Forests,0.0
3 or more overlapping,combined_total,Dominican Republic,Latin America & Caribbean,3. Upper middle income,Flooded Grasslands & Savannas,13214.647057317197
3 or more overlapping,combined_total,Dominican Republic,Latin America & Caribbean,3. Upper middle income,Mangroves,5598.073503378779
3 or more overlapping,combined_total,Dominican Republic,Latin America & Caribbean,3. Upper middle income,None,15638.916455104947
3 or more overlapping,combined_total,Dominican Republic,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Coniferous Forests,14208.459481594153
3 or more overlapping,combined_total,Dominican Republic,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Dry Broadleaf Forests,285022.5643528979
3 or more overlapping,combined_total,Dominican Republic,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Moist Broadleaf Forests,5329787.750585876
3 or more overlapping,combined_total,East Timor,East Asia & Pacific,4. Lower middle income,None,0.0
3 or more overlapping,combined_total,East Timor,East Asia & Pacific,4. Lower middle income,Tropical & Subtropical Dry Broadleaf Forests,1226.2289527058601
3 or more overlapping,combined_total,Ecuador,Latin America & Caribbean,3. Upper middle income,Deserts & Xeric Shrublands,0.0
3 or more overlapping,combined_total,Ecuador,Latin America & Caribbean,3. Upper middle income,Flooded Grasslands & Savannas,190168.80229136162
3 or more overlapping,combined_total,Ecuador,Latin America & Caribbean,3. Upper middle income,Mangroves,120624.89464020985
3 or more overlapping,combined_total,Ecuador,Latin America & Caribbean,3. Upper middle income,Montane Grasslands & Shrublands,150695.40618929686
3 or more overlapping,combined_total,Ecuador,Latin America & Caribbean,3. Upper middle income,None,27154.52674752474
3 or more overlapping,combined_total,Ecuador,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Dry Broadleaf Forests,163150.47825433163
3 or more overlapping,combined_total,Ecuador,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Moist Broadleaf Forests,4015768.4364994764
3 or more overlapping,combined_total,Egypt,Middle East & North Africa,4. Lower middle income,Deserts & Xeric Shrublands,12117131.907677608
3 or more overlapping,combined_total,Egypt,Middle East & North Africa,4. Lower middle income,Flooded Grasslands & Savannas,55730230.584222384
3 or more overlapping,combined_total,Egypt,Middle East & North Africa,4. Lower middle income,"Mediterranean Forests, Woodlands & Scrub",7268520.868729031
3 or more overlapping,combined_total,Egypt,Middle East & North Africa,4. Lower middle income,None,1471350.7001019346
3 or more overlapping,combined_total,El Salvador,Latin America & Caribbean,4. Lower middle income,Mangroves,0.0
3 or more overlapping,combined_total,El Salvador,Latin America & Caribbean,4. Lower middle income,Tropical & Subtropical Coniferous Forests,0.0
3 or more overlapping,combined_total,El Salvador,Latin America & Caribbean,4. Lower middle income,Tropical & Subtropical Dry Broadleaf Forests,0.0
3 or more overlapping,combined_total,El Salvador,Latin America & Caribbean,4. Lower middle income,Tropical & Subtropical Moist Broadleaf Forests,0.0
3 or more overlapping,combined_total,Equatorial Guinea,Sub-Saharan Africa,2. High income: nonOECD,Mangroves,0.0
3 or more overlapping,combined_total,Equatorial Guinea,Sub-Saharan Africa,2. High income: nonOECD,None,815.5430957078934
3 or more overlapping,combined_total,Equatorial Guinea,Sub-Saharan Africa,2. High income: nonOECD,Tropical & Subtropical Moist Broadleaf Forests,720997.3565113139
3 or more overlapping,combined_total,Eritrea,Sub-Saharan Africa,5. Low income,Deserts & Xeric Shrublands,16452.96080646664
3 or more overlapping,combined_total,Eritrea,Sub-Saharan Africa,5. Low income,Montane Grasslands & Shrublands,0.0
3 or more overlapping,combined_total,Eritrea,Sub-Saharan Africa,5. Low income,None,0.0
3 or more overlapping,combined_total,Eritrea,Sub-Saharan Africa,5. Low income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",47795.32387899351
3 or more overlapping,combined_total,Eritrea,Sub-Saharan Africa,5. Low income,Tropical & Subtropical Moist Broadleaf Forests,10830.123752191663
3 or more overlapping,combined_total,Estonia,Europe & Central Asia,1. High income: OECD,None,8148.819281041622
3 or more overlapping,combined_total,Estonia,Europe & Central Asia,1. High income: OECD,Temperate Broadleaf & Mixed Forests,1106506.5048794416
3 or more overlapping,combined_total,Ethiopia,Sub-Saharan Africa,5. Low income,Deserts & Xeric Shrublands,285564.624301492
3 or more overlapping,combined_total,Ethiopia,Sub-Saharan Africa,5. Low income,Flooded Grasslands & Savannas,0.0
3 or more overlapping,combined_total,Ethiopia,Sub-Saharan Africa,5. Low income,Lakes,0.0
3 or more overlapping,combined_total,Ethiopia,Sub-Saharan Africa,5. Low income,Montane Grasslands & Shrublands,12997937.877013937
3 or more overlapping,combined_total,Ethiopia,Sub-Saharan Africa,5. Low income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2533703.067471751
3 or more overlapping,combined_total,Ethiopia,Sub-Saharan Africa,5. Low income,Tropical & Subtropical Moist Broadleaf Forests,7020753.653469631
3 or more overlapping,combined_total,Falkland Islands,Latin America & Caribbean,1. High income: OECD,None,0.0
3 or more overlapping,combined_total,Falkland Islands,Latin America & Caribbean,1. High income: OECD,"Temperate Grasslands, Savannas & Shrublands",0.0
3 or more overlapping,combined_total,Faroe Islands,Europe & Central Asia,2. High income: nonOECD,None,0.0
3 or more overlapping,combined_total,Faroe Islands,Europe & Central Asia,2. High income: nonOECD,"Temperate Grasslands, Savannas & Shrublands",0.0
3 or more overlapping,combined_total,Federated States of Micronesia,East Asia & Pacific,4. Lower middle income,None,0.0
3 or more overlapping,combined_total,Federated States of Micronesia,East Asia & Pacific,4. Lower middle income,Tropical & Subtropical Moist Broadleaf Forests,0.0
